    520301	    512612	    513601	    512693	    510872	    508116	    504551	    506345	    507558	    506173	    502084	    489860	    500556	    482833	    475487	    482340	    476544	    480240	    480719	    494637	    529085	    543624	    558672	    572223	    573849	    565261	    567659	    573952	    578677	    581753	    580552	    577043	    561629	    563171	    564121	    566156	    566074	    558013	    556679	    555821	    555159	    554892	    554484	    554192	    553959	    553859	    553986	    554368	    554999	    555876	    556954	    558117	    559181	    559981	    560439	    560531	    560230	    559521	    558401	    556870	    554970	    552800	    550449	    547990	    545479	    542976	    540526	    538153	    535885	    533765	    531816	    530032	    528415	    526959	    525630	    524389	    523214	    522082	    520976	    519879	    518769	    517610	    516377	    515054	    513633	    512103	    510453	    508680	    506789	    504791	    502699	    500530	    498303	    496037	    493752	    491464	    489192	    486948	    484743	    482587	    480485	    478438	    476447	    474507	    472614	    470760	    468937	    467134	    465342	    463551	    461752	    459936	    458096	    456225	    454319	    452376	
    503866	    507580	    500773	    501546	    500396	    498131	    494680	    492633	    492867	    492560	    489212	    482075	    477678	    487527	    469322	    461739	    467736	    461136	    463915	    464026	    477832	    512043	    528490	    544677	    559548	    563521	    557200	    559974	    566601	    571579	    574951	    574118	    570933	    555859	    557510	    559170	    560909	    558133	    550684	    549962	    549707	    549646	    549522	    549251	    549089	    548984	    549011	    549260	    549759	    550501	    551483	    552663	    553923	    555082	    555975	    556525	    556709	    556500	    555882	    554854	    553414	    551604	    549522	    547258	    544884	    542454	    540030	    537656	    535356	    533159	    531106	    529221	    527498	    525939	    524539	    523264	    522075	    520948	    519865	    518805	    517752	    516685	    515569	    514377	    513095	    511712	    510221	    508609	    506873	    505019	    503056	    500998	    498863	    496670	    494436	    492182	    489926	    487683	    485467	    483290	    481161	    479084	    477062	    475095	    473178	    471308	    469475	    467673	    465890	    464118	    462346	    460566	    458768	    456945	    455092	    453203	
    488611	    498557	    502270	    495715	    496088	    494512	    491655	    491207	    488224	    487048	    485471	    480482	    480511	    476699	    486178	    467881	    460028	    461776	    455195	    457813	    457833	    471848	    507272	    523836	    540267	    555615	    560326	    553930	    556929	    563638	    568676	    572160	    571562	    568447	    553376	    555330	    557166	    557191	    554682	    547641	    547303	    547429	    547426	    547360	    547147	    547041	    546993	    547074	    547374	    547921	    548710	    549737	    550959	    552259	    553456	    554387	    554974	    555195	    555023	    554441	    553448	    552044	    550268	    548221	    545990	    543648	    541250	    538856	    536511	    534239	    532068	    530040	    528179	    526480	    524943	    523564	    522309	    521139	    520031	    518965	    517922	    516885	    515835	    514734	    513557	    512289	    510921	    509443	    507845	    506123	    504281	    502331	    500286	    498164	    495982	    493760	    491518	    489272	    487040	    484834	    482668	    480548	    478480	    476467	    474508	    472600	    470737	    468913	    467118	    465342	    463577	    461812	    460038	    458247	    456430	    454583	
    471371	    486512	    496303	    500031	    493491	    493265	    491063	    489564	    488254	    484186	    481487	    478552	    479557	    479192	    475936	    485330	    466969	    456197	    457933	    451311	    453853	    454017	    468801	    504164	    520769	    537361	    552945	    557538	    551291	    554372	    561106	    566187	    569941	    569381	    566136	    551373	    554181	    555079	    554972	    552545	    545594	    545330	    545523	    545582	    545579	    545429	    545384	    545395	    545532	    545886	    546485	    547322	    548396	    549663	    551006	    552244	    553215	    553842	    554101	    553966	    553421	    552464	    551094	    549353	    547339	    545140	    542829	    540460	    538095	    535777	    533532	    531386	    529382	    527545	    525867	    524351	    522992	    521756	    520605	    519515	    518466	    517439	    516419	    515383	    514297	    513135	    511880	    510526	    509061	    507475	    505765	    503936	    501997	    499963	    497851	    495679	    493468	    491235	    488998	    486775	    484578	    482419	    480307	    478247	    476242	    474290	    472388	    470532	    468714	    466925	    465155	    463395	    461636	    459867	    458081	    456269	
    452217	    470240	    485238	    494983	    498675	    492090	    491214	    489523	    487271	    485060	    479871	    475625	    478302	    478483	    477807	    475149	    484471	    463905	    453168	    454842	    448199	    450820	    451432	    466258	    501581	    518243	    534962	    550467	    555121	    548955	    552077	    558837	    564196	    567968	    567247	    564276	    550440	    552331	    553071	    553038	    550687	    543817	    543617	    543868	    543985	    544039	    543946	    543956	    544019	    544206	    544607	    545251	    546132	    547247	    548554	    549935	    551210	    552216	    552878	    553171	    553068	    552555	    551629	    550290	    548578	    546593	    544421	    542136	    539793	    537452	    535158	    532936	    530811	    528829	    527011	    525352	    523854	    522513	    521293	    520158	    519082	    518048	    517036	    516029	    515006	    513933	    512782	    511540	    510196	    508743	    507168	    505468	    503648	    501719	    499694	    497591	    495428	    493225	    491000	    488771	    486555	    484365	    482214	    480108	    478054	    476055	    474109	    472213	    470362	    468549	    466765	    465000	    463245	    461490	    459725	    457943	
    434183	    451388	    469318	    484267	    493969	    497625	    490992	    490116	    487904	    484901	    481790	    475484	    476547	    478182	    477654	    476641	    474558	    481957	    461426	    450666	    452299	    445738	    448647	    449330	    464188	    499506	    516246	    532921	    548449	    553138	    547024	    550184	    557188	    562558	    566172	    565684	    563518	    548915	    550658	    551461	    551490	    549204	    542393	    542240	    542536	    542698	    542797	    542748	    542800	    542904	    543129	    543567	    544247	    545162	    546309	    547646	    549057	    550360	    551394	    552082	    552401	    552324	    551836	    550935	    549619	    547930	    545967	    543817	    541553	    539230	    536908	    534633	    532428	    530321	    528355	    526552	    524909	    523425	    522097	    520891	    519768	    518705	    517683	    516681	    515685	    514673	    513610	    512469	    511236	    509902	    508457	    506891	    505199	    503388	    501466	    499449	    497354	    495198	    493001	    490783	    488561	    486351	    484167	    482021	    479921	    477873	    475878	    473937	    472046	    470200	    468391	    466611	    464851	    463100	    461349	    459588	
    419448	    433477	    450639	    468532	    483445	    493116	    496747	    490534	    489138	    486415	    482670	    478671	    477280	    477846	    478550	    477250	    475889	    472620	    479960	    459417	    448649	    450324	    444065	    447035	    447769	    462669	    498016	    514691	    531384	    546925	    551636	    545572	    548930	    555943	    561190	    564979	    565094	    562335	    547639	    549430	    550282	    550359	    548110	    541338	    541216	    541543	    541736	    541866	    541848	    541929	    542060	    542312	    542776	    543480	    544418	    545587	    546946	    548377	    549700	    550753	    551460	    551797	    551738	    551267	    550383	    549084	    547411	    545464	    543330	    541081	    538773	    536465	    534203	    532011	    529917	    527962	    526171	    524539	    523066	    521748	    520552	    519438	    518384	    517370	    516377	    515389	    514385	    513329	    512196	    510970	    509643	    508205	    506645	    504960	    503155	    501239	    499228	    497139	    494988	    492797	    490584	    488367	    486162	    483984	    481842	    479747	    477703	    475713	    473776	    471889	    470046	    468241	    466465	    464708	    462960	    461212	
    410046	    418819	    432843	    449980	    467846	    482735	    492386	    495536	    490273	    488367	    485141	    480662	    481133	    479559	    479723	    479419	    477347	    474449	    471133	    478393	    457855	    447140	    449168	    442982	    445991	    446779	    461738	    496947	    513630	    530334	    545882	    550623	    544699	    548080	    555019	    560378	    564526	    564261	    561442	    546795	    548619	    549504	    549604	    547378	    540629	    540526	    540872	    541085	    541236	    541237	    541337	    541486	    541755	    542235	    542955	    543908	    545091	    546464	    547908	    549243	    550308	    551027	    551376	    551329	    550869	    549996	    548708	    547046	    545110	    542986	    540747	    538448	    536150	    533897	    531714	    529628	    527681	    525898	    524273	    522807	    521496	    520305	    519198	    518150	    517142	    516155	    515172	    514173	    513123	    511994	    510773	    509451	    508017	    506462	    504781	    502980	    501069	    499062	    496977	    494830	    492643	    490434	    488220	    486019	    483844	    481706	    479613	    477572	    475585	    473651	    471767	    469927	    468125	    466351	    464596	    462851	
    404526	    409474	    418265	    432274	    449393	    467241	    482113	    491294	    494436	    490127	    487716	    483993	    483986	    484040	    482359	    482043	    480737	    476337	    473388	    470008	    477214	    456732	    446472	    448555	    442414	    445467	    446321	    461113	    496309	    512992	    529701	    545270	    550073	    544182	    547550	    554545	    560029	    563995	    563715	    560921	    546306	    548151	    549046	    549156	    546939	    540203	    540109	    540464	    540688	    540850	    540861	    540971	    541130	    541408	    541897	    542624	    543585	    544777	    546156	    547607	    548949	    550021	    550746	    551102	    551060	    550607	    549740	    548458	    546803	    544873	    542755	    540522	    538229	    535936	    533688	    531510	    529429	    527487	    525708	    524088	    522626	    521319	    520132	    519029	    517984	    516980	    515996	    515016	    514021	    512973	    511848	    510630	    509310	    507880	    506327	    504649	    502851	    500943	    498939	    496855	    494712	    492527	    490320	    488109	    485910	    483737	    481601	    479511	    477472	    475487	    473554	    471672	    469834	    468033	    466261	    464508	
    400460	    403998	    408968	    417752	    431749	    448855	    466689	    480913	    490085	    493222	    489868	    486955	    487921	    487588	    487284	    485429	    484641	    480071	    475627	    472613	    469189	    476396	    456429	    446237	    448346	    442251	    445361	    446021	    460818	    495996	    512672	    529402	    544984	    549808	    543958	    547345	    554262	    559732	    563723	    563455	    560676	    546082	    547928	    548823	    548932	    546716	    539984	    539892	    540250	    540477	    540642	    540657	    540771	    540933	    541214	    541706	    542437	    543400	    544594	    545976	    547429	    548773	    549847	    550575	    550933	    550894	    550444	    549580	    548301	    546648	    544721	    542605	    540375	    538085	    535795	    533550	    531375	    529296	    527356	    525580	    523961	    522502	    521197	    520012	    518910	    517868	    516865	    515883	    514905	    513911	    512866	    511742	    510525	    509207	    507779	    506228	    504551	    502755	    500848	    498845	    496764	    494622	    492438	    490233	    488023	    485826	    483654	    481520	    479431	    477393	    475409	    473478	    471597	    469760	    467961	    466190	
